age,education,marital-status,relationship,sex,income
40.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
34.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
29.0,HS-grad,Married-civ-spouse,,Male,
47.0,,Widowed,Unmarried,Female,<=50K
34.0,,,Husband,,>50K
45.0,HS-grad,Married-spouse-absent,Unmarried,Female,
53.0,HS-grad,Separated,Not-in-family,Male,
,,Married-civ-spouse,Husband,Male,<=50K
64.0,7th-8th,Married-civ-spouse,Husband,Male,>50K
42.0,Masters,Never-married,,,
,Some-college,Married-civ-spouse,Husband,Male,>50K
41.0,HS-grad,,Husband,Male,>50K
53.0,Masters,Married-civ-spouse,Husband,,>50K
25.0,HS-grad,Never-married,Not-in-family,,<=50K
20.0,11th,Separated,Own-child,Female,
,Assoc-voc,Never-married,Own-child,,<=50K
56.0,HS-grad,Married-civ-spouse,Husband,,
45.0,,Married-civ-spouse,Wife,,>50K
,HS-grad,,Wife,Female,
38.0,,Married-civ-spouse,Husband,Male,
62.0,HS-grad,Married-civ-spouse,Husband,,<=50K
28.0,Bachelors,Never-married,Not-in-family,,<=50K
31.0,HS-grad,Married-civ-spouse,Husband,Male,
,,Never-married,Own-child,Male,
65.0,Bachelors,Married-civ-spouse,Husband,,
40.0,HS-grad,,Not-in-family,,<=50K
31.0,Bachelors,Never-married,Not-in-family,,<=50K
35.0,,Divorced,Not-in-family,Male,
,Masters,Married-civ-spouse,Husband,Male,
,HS-grad,Never-married,Not-in-family,Female,
30.0,Some-college,Divorced,,,
25.0,Bachelors,Never-married,,Male,<=50K
22.0,HS-grad,,Own-child,Male,
65.0,HS-grad,Widowed,Unmarried,,
31.0,,Married-civ-spouse,Wife,,
56.0,,Married-civ-spouse,Husband,,>50K
51.0,,Divorced,Other-relative,,<=50K
36.0,10th,Married-civ-spouse,Husband,Male,
44.0,Some-college,Divorced,Not-in-family,Female,<=50K
,Masters,Divorced,Unmarried,Male,>50K
28.0,HS-grad,Married-civ-spouse,,,<=50K
57.0,,,,Male,>50K
33.0,Some-college,Never-married,Not-in-family,,<=50K
49.0,Bachelors,Married-civ-spouse,Husband,Male,
74.0,Doctorate,Never-married,Other-relative,Female,
48.0,,Married-civ-spouse,Husband,,<=50K
,,Married-civ-spouse,,Male,
39.0,HS-grad,Never-married,,Female,
46.0,Bachelors,Married-civ-spouse,Husband,Male,
56.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
27.0,,Married-civ-spouse,Husband,Male,
17.0,11th,,,Female,<=50K
,9th,,Not-in-family,Female,<=50K
18.0,10th,,Own-child,Male,<=50K
42.0,,Divorced,Not-in-family,Female,<=50K
39.0,,Separated,Unmarried,Female,
29.0,HS-grad,,Husband,,<=50K
21.0,Some-college,Never-married,,Male,<=50K
36.0,,Never-married,Unmarried,,
56.0,,Widowed,,,
49.0,,Married-civ-spouse,Husband,Male,
47.0,Some-college,Married-civ-spouse,,Male,<=50K
44.0,,Separated,Unmarried,,
40.0,1st-4th,Never-married,Not-in-family,,
43.0,,Married-civ-spouse,Husband,,>50K
62.0,12th,Married-civ-spouse,Husband,Male,
52.0,Prof-school,Married-civ-spouse,Wife,,
,HS-grad,Never-married,Unmarried,Female,<=50K
63.0,Masters,Divorced,Not-in-family,,
51.0,,,Husband,Male,<=50K
25.0,,,,,
62.0,,,,Male,<=50K
27.0,HS-grad,Never-married,Not-in-family,Female,<=50K
48.0,,Never-married,Not-in-family,Male,
32.0,HS-grad,Married-civ-spouse,Husband,,<=50K
36.0,,Married-civ-spouse,Husband,Male,<=50K
30.0,HS-grad,,Not-in-family,,<=50K
45.0,,,,,
27.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
41.0,Bachelors,Divorced,,Male,<=50K
61.0,HS-grad,,Husband,Male,<=50K
70.0,Bachelors,Divorced,,,
55.0,11th,Never-married,Not-in-family,Female,<=50K
35.0,Bachelors,Never-married,,,
36.0,,Married-civ-spouse,Husband,,<=50K
29.0,,Never-married,Own-child,,
30.0,Bachelors,Married-civ-spouse,Wife,,<=50K
45.0,11th,,,Male,<=50K
39.0,,Divorced,,Female,<=50K
18.0,HS-grad,Never-married,Own-child,,
28.0,HS-grad,,Husband,Male,<=50K
27.0,Bachelors,,Husband,,<=50K
38.0,HS-grad,,Not-in-family,,
33.0,HS-grad,Married-civ-spouse,Husband,Male,
25.0,HS-grad,,Husband,,
25.0,,Married-civ-spouse,Wife,,
,11th,,Own-child,,
23.0,Some-college,,Unmarried,Male,
40.0,,,Unmarried,Male,<=50K
36.0,,Married-civ-spouse,Husband,Male,>50K
20.0,,Never-married,Own-child,,<=50K
41.0,HS-grad,Married-civ-spouse,,Male,
44.0,Some-college,Separated,,,
49.0,,Married-civ-spouse,Husband,,>50K
22.0,Assoc-acdm,,Not-in-family,,
26.0,Some-college,Never-married,Not-in-family,Female,<=50K
47.0,Assoc-acdm,,Husband,,<=50K
,HS-grad,Widowed,Unmarried,Female,<=50K
28.0,HS-grad,Never-married,Own-child,Male,<=50K
37.0,Some-college,Separated,Not-in-family,,>50K
,Bachelors,Married-civ-spouse,,Male,<=50K
20.0,,Never-married,Not-in-family,Female,<=50K
53.0,Bachelors,Married-civ-spouse,,,>50K
36.0,,,Not-in-family,Male,<=50K
77.0,,Married-civ-spouse,Husband,Male,<=50K
21.0,HS-grad,Never-married,Own-child,Male,<=50K
24.0,,Never-married,Not-in-family,,<=50K
30.0,Assoc-acdm,Never-married,Not-in-family,Female,<=50K
51.0,Assoc-voc,Divorced,Unmarried,,<=50K
22.0,Some-college,Divorced,Own-child,Female,
23.0,,Never-married,Own-child,Male,<=50K
47.0,,,,Male,
17.0,,Never-married,Own-child,Male,
48.0,Bachelors,Never-married,Not-in-family,,
43.0,,Married-civ-spouse,Husband,,>50K
34.0,12th,Married-civ-spouse,,,<=50K
19.0,HS-grad,Never-married,,,<=50K
42.0,Some-college,Never-married,Not-in-family,,
23.0,Bachelors,Never-married,,Male,
61.0,,Married-civ-spouse,Husband,Male,>50K
63.0,,,Husband,Male,
65.0,HS-grad,Widowed,Unmarried,Female,
37.0,,,Husband,Male,
41.0,,,,Male,>50K
35.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
21.0,,Divorced,Other-relative,,
48.0,,Never-married,,,<=50K
51.0,Some-college,,Husband,,
43.0,Bachelors,,Husband,,<=50K
22.0,Some-college,Never-married,,,
56.0,Some-college,,Husband,,
47.0,HS-grad,,Not-in-family,Female,<=50K
26.0,Bachelors,Never-married,Own-child,Male,<=50K
,Some-college,Married-civ-spouse,Wife,Female,<=50K
45.0,,Never-married,,,
49.0,HS-grad,,Unmarried,,<=50K
23.0,,,Not-in-family,Male,<=50K
69.0,,Married-civ-spouse,Husband,,
41.0,Masters,Married-civ-spouse,Husband,,>50K
40.0,,Separated,Other-relative,Male,<=50K
25.0,,,Not-in-family,,<=50K
52.0,HS-grad,Never-married,,Male,
28.0,,Never-married,Not-in-family,Female,
50.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
21.0,Assoc-voc,Never-married,Own-child,Female,
,,Married-civ-spouse,Husband,Male,
27.0,,Married-civ-spouse,Husband,Male,
63.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
,Doctorate,,,Male,>50K
37.0,Doctorate,Never-married,Not-in-family,Male,
28.0,Some-college,Married-civ-spouse,,,<=50K
58.0,HS-grad,Divorced,Not-in-family,Female,<=50K
41.0,Some-college,,Husband,Male,<=50K
67.0,,Married-civ-spouse,Husband,Male,<=50K
62.0,,,,Female,
28.0,,,Husband,,
26.0,12th,Never-married,Own-child,Male,<=50K
46.0,,,Husband,,
29.0,,Married-civ-spouse,Husband,Male,<=50K
39.0,Bachelors,Married-civ-spouse,Husband,,
25.0,Masters,Never-married,,,
20.0,Some-college,,Not-in-family,Female,
21.0,,,Own-child,,<=50K
25.0,Bachelors,Never-married,Not-in-family,Male,
44.0,,Married-civ-spouse,Husband,,>50K
37.0,HS-grad,Never-married,Own-child,Male,<=50K
50.0,Masters,Married-civ-spouse,Husband,Male,
29.0,,Separated,,Female,
18.0,,Never-married,Own-child,,
32.0,Bachelors,Never-married,Unmarried,,
58.0,,,Not-in-family,,
50.0,HS-grad,,Husband,Male,>50K
29.0,Some-college,,Not-in-family,,
58.0,HS-grad,Married-civ-spouse,Husband,,>50K
29.0,,Never-married,Own-child,Female,
,HS-grad,Married-civ-spouse,Husband,,>50K
21.0,,Never-married,Not-in-family,,
49.0,,Divorced,Unmarried,,
60.0,Masters,,,,
,Some-college,Married-civ-spouse,Husband,Male,>50K
50.0,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
30.0,Some-college,Never-married,Not-in-family,Female,<=50K
55.0,HS-grad,Divorced,,,<=50K
64.0,HS-grad,Divorced,Unmarried,,
,,Never-married,Other-relative,,
,Bachelors,Married-civ-spouse,Husband,,
42.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
,HS-grad,Widowed,Unmarried,Female,
43.0,,Divorced,Not-in-family,,<=50K
,12th,Never-married,Not-in-family,Male,<=50K
,Assoc-acdm,Married-civ-spouse,Husband,,>50K
34.0,HS-grad,Never-married,Unmarried,,
47.0,,,Wife,,>50K
43.0,Masters,Never-married,Not-in-family,Female,
24.0,,,,Female,
21.0,11th,,Husband,,
65.0,,,,,
20.0,Some-college,Never-married,,,
,,,Not-in-family,Female,
38.0,HS-grad,Married-civ-spouse,Husband,,<=50K
22.0,Some-college,Never-married,Not-in-family,Male,
20.0,,Never-married,Not-in-family,Female,
44.0,,Married-civ-spouse,Husband,,
44.0,Masters,Married-civ-spouse,Wife,Female,
41.0,Doctorate,Married-civ-spouse,Husband,Male,>50K
38.0,HS-grad,Divorced,,Male,
21.0,,Never-married,,,<=50K
,Some-college,Married-spouse-absent,Unmarried,,<=50K
24.0,,Never-married,Not-in-family,Female,
,HS-grad,Married-civ-spouse,Own-child,,<=50K
39.0,Bachelors,Never-married,,Female,<=50K
,,Divorced,Not-in-family,Male,
24.0,,Never-married,Not-in-family,Male,<=50K
50.0,HS-grad,Married-civ-spouse,Husband,Male,
50.0,Some-college,,Husband,Male,
68.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
,Masters,,Husband,,
22.0,1st-4th,Never-married,Not-in-family,,<=50K
18.0,Some-college,Never-married,Own-child,,
25.0,,Married-spouse-absent,Not-in-family,,<=50K
28.0,Some-college,Never-married,Not-in-family,,
17.0,11th,,Own-child,Female,
24.0,Doctorate,Never-married,Not-in-family,Female,
20.0,10th,Separated,Not-in-family,,<=50K
45.0,Assoc-acdm,,Husband,Male,
44.0,Some-college,Married-spouse-absent,,Female,<=50K
57.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
33.0,Bachelors,Married-civ-spouse,Husband,,>50K
24.0,Bachelors,Never-married,,,<=50K
,,Never-married,Own-child,Male,<=50K
41.0,HS-grad,,Not-in-family,Female,
51.0,Bachelors,Married-civ-spouse,,Male,
46.0,Bachelors,Separated,Unmarried,Male,
52.0,HS-grad,Divorced,,Female,<=50K
50.0,Bachelors,,,Male,
26.0,,Never-married,Own-child,Female,<=50K
17.0,,Never-married,Other-relative,,
64.0,Some-college,Married-civ-spouse,,Male,
51.0,,Married-civ-spouse,Husband,,>50K
28.0,HS-grad,,Husband,Male,<=50K
51.0,Bachelors,Divorced,,,<=50K
39.0,,Divorced,Not-in-family,Male,
48.0,Some-college,,Unmarried,,
,Some-college,Married-civ-spouse,Own-child,Female,>50K
47.0,11th,Married-civ-spouse,Husband,,
52.0,HS-grad,Widowed,,Female,<=50K
58.0,,,,Female,<=50K
19.0,11th,Never-married,Not-in-family,Female,<=50K
40.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
23.0,Some-college,,Own-child,Male,
31.0,Bachelors,Married-civ-spouse,Husband,,<=50K
40.0,Assoc-acdm,Married-civ-spouse,Husband,,>50K
48.0,,Married-civ-spouse,Husband,Male,>50K
46.0,Masters,Divorced,,Female,>50K
32.0,HS-grad,Married-civ-spouse,Wife,Female,<=50K
50.0,HS-grad,Married-civ-spouse,Husband,Male,
18.0,HS-grad,Never-married,Not-in-family,,<=50K
,Masters,Never-married,,Female,
36.0,Bachelors,Never-married,Not-in-family,,
26.0,,Divorced,Own-child,Female,<=50K
19.0,,Never-married,Own-child,Female,<=50K
53.0,Assoc-acdm,,,,
54.0,Some-college,Never-married,,Male,<=50K
29.0,Some-college,Married-civ-spouse,Own-child,,
81.0,,Widowed,Unmarried,Male,
37.0,,Never-married,Not-in-family,Female,
40.0,Assoc-voc,Divorced,Not-in-family,,
36.0,Some-college,Widowed,,Female,
18.0,12th,Never-married,Own-child,Female,<=50K
44.0,11th,Separated,Not-in-family,,<=50K
36.0,,Separated,Unmarried,,<=50K
69.0,Doctorate,Married-civ-spouse,Husband,,
17.0,12th,Never-married,,Male,<=50K
38.0,Assoc-voc,,Husband,,
27.0,,Never-married,,Male,<=50K
52.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
24.0,Assoc-acdm,Never-married,Not-in-family,,<=50K
57.0,Bachelors,,Wife,Female,<=50K
,,,Own-child,Female,
38.0,HS-grad,Divorced,Not-in-family,Male,<=50K
46.0,7th-8th,Married-spouse-absent,,,
21.0,,Married-civ-spouse,Own-child,,>50K
29.0,,Never-married,,Female,<=50K
33.0,Some-college,Divorced,Not-in-family,Female,
26.0,,Married-civ-spouse,Husband,Male,
,,Separated,Not-in-family,Male,<=50K
26.0,Some-college,Married-civ-spouse,Wife,Female,
37.0,Prof-school,,,Male,<=50K
49.0,Bachelors,Married-civ-spouse,,,
28.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
57.0,Some-college,Divorced,Not-in-family,Male,<=50K
60.0,7th-8th,Married-civ-spouse,,Male,<=50K
20.0,HS-grad,,,,<=50K
38.0,HS-grad,Married-civ-spouse,Husband,,
51.0,,Married-civ-spouse,Husband,,
60.0,Some-college,,Not-in-family,,<=50K
37.0,,,,,<=50K
44.0,,Never-married,,Female,<=50K
,,Never-married,Own-child,Female,
59.0,Masters,Married-civ-spouse,Wife,Female,
50.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
35.0,Bachelors,Married-civ-spouse,Husband,Male,
46.0,,Divorced,Unmarried,,
,Some-college,,Own-child,Male,
32.0,,Married-civ-spouse,Husband,Male,
32.0,Assoc-voc,Divorced,Unmarried,,<=50K
39.0,HS-grad,,,Male,
25.0,HS-grad,Never-married,Other-relative,,
30.0,Masters,,,,>50K
37.0,Bachelors,,,,>50K
38.0,,Married-civ-spouse,,Male,
36.0,,,,Female,<=50K
56.0,Some-college,,Husband,,>50K
35.0,Bachelors,Widowed,Not-in-family,Male,>50K
56.0,HS-grad,,,,<=50K
17.0,10th,Never-married,Own-child,,<=50K
46.0,,Married-civ-spouse,Husband,Male,
56.0,HS-grad,Divorced,Not-in-family,,
61.0,12th,Married-civ-spouse,Husband,,<=50K
25.0,,Married-civ-spouse,Husband,,<=50K
27.0,HS-grad,Never-married,,,<=50K
50.0,HS-grad,,,Male,
33.0,Assoc-voc,Married-civ-spouse,Husband,,
33.0,Assoc-voc,Married-civ-spouse,Husband,,>50K
38.0,,Never-married,Unmarried,Male,<=50K
51.0,11th,Married-civ-spouse,Husband,,<=50K
27.0,Assoc-acdm,Never-married,Not-in-family,Male,<=50K
49.0,Masters,Widowed,Unmarried,,
26.0,HS-grad,Separated,,,
42.0,Masters,,Husband,Male,
37.0,Bachelors,Never-married,Not-in-family,Male,<=50K
38.0,Some-college,,Own-child,,
48.0,HS-grad,,Husband,Male,>50K
41.0,Bachelors,Divorced,,Male,>50K
33.0,HS-grad,Married-civ-spouse,,Male,<=50K
30.0,HS-grad,Never-married,,Male,<=50K
25.0,Bachelors,Never-married,,Female,<=50K
50.0,,Married-civ-spouse,Husband,Male,>50K
54.0,HS-grad,Married-civ-spouse,Husband,Male,
,11th,Divorced,Not-in-family,Male,<=50K
59.0,,Married-civ-spouse,Husband,Male,>50K
17.0,10th,Never-married,Own-child,Female,
65.0,11th,,Husband,Male,<=50K
56.0,HS-grad,Widowed,Unmarried,Female,
57.0,HS-grad,Divorced,Not-in-family,,<=50K
33.0,10th,Never-married,Own-child,Male,<=50K
41.0,,Married-civ-spouse,Husband,Male,
45.0,,Widowed,Own-child,,<=50K
50.0,,,,,
18.0,HS-grad,Never-married,Other-relative,Male,
19.0,Some-college,Never-married,Own-child,Female,<=50K
26.0,,Married-civ-spouse,,Female,
61.0,Assoc-acdm,Married-civ-spouse,,Male,
67.0,,Married-civ-spouse,Husband,Male,
,Some-college,Married-civ-spouse,Husband,Male,>50K
29.0,HS-grad,Never-married,,Male,<=50K
27.0,Some-college,Never-married,Not-in-family,,
35.0,HS-grad,,Unmarried,,<=50K
,Bachelors,Never-married,Not-in-family,,
22.0,11th,Never-married,Not-in-family,Male,<=50K
,,,Own-child,,<=50K
26.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
27.0,HS-grad,,Own-child,Male,
26.0,,,Not-in-family,Male,<=50K
51.0,,Married-civ-spouse,Husband,,
45.0,,Married-civ-spouse,Husband,Male,>50K
60.0,HS-grad,Married-civ-spouse,Husband,,
35.0,Some-college,Married-civ-spouse,Husband,,
,HS-grad,Never-married,Own-child,Male,<=50K
40.0,,,Own-child,,
69.0,HS-grad,Widowed,Not-in-family,Female,<=50K
44.0,Bachelors,Married-civ-spouse,,Male,
,HS-grad,,Other-relative,,<=50K
52.0,,Married-civ-spouse,,Female,>50K
38.0,HS-grad,Separated,Unmarried,,<=50K
18.0,,,,Female,<=50K
24.0,Assoc-voc,,Own-child,,<=50K
52.0,,,Husband,,<=50K
,,Never-married,Not-in-family,,<=50K
67.0,Doctorate,Married-civ-spouse,Husband,,>50K
64.0,Some-college,Widowed,Not-in-family,Female,
25.0,Some-college,Never-married,Own-child,,<=50K
34.0,Masters,,,Male,>50K
39.0,HS-grad,Married-civ-spouse,Husband,,
26.0,HS-grad,Never-married,Own-child,Male,<=50K
19.0,10th,Never-married,Own-child,,<=50K
35.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
26.0,Masters,Never-married,Not-in-family,Female,
38.0,HS-grad,Separated,Own-child,Male,<=50K
45.0,,Married-civ-spouse,Husband,,
18.0,11th,Never-married,Unmarried,Female,
,Some-college,,Not-in-family,,<=50K
36.0,HS-grad,Separated,Unmarried,,
18.0,,,Own-child,Female,
37.0,,,Not-in-family,,<=50K
37.0,Bachelors,Married-civ-spouse,Husband,Male,
,,Married-civ-spouse,Wife,Female,>50K
21.0,Some-college,,Own-child,Male,<=50K
46.0,Doctorate,Married-civ-spouse,Husband,Male,
33.0,HS-grad,Separated,Not-in-family,,
23.0,,,Unmarried,,
52.0,HS-grad,,Unmarried,Male,<=50K
28.0,HS-grad,Never-married,,,
23.0,,Never-married,Not-in-family,Male,
48.0,Some-college,Married-civ-spouse,Husband,,
17.0,11th,Never-married,Own-child,,<=50K
22.0,,,Own-child,Female,<=50K
26.0,,Never-married,Own-child,Male,>50K
40.0,HS-grad,Married-civ-spouse,Husband,,<=50K
90.0,,Married-civ-spouse,Husband,,
28.0,,Divorced,Own-child,,
44.0,HS-grad,,Husband,Male,
,Bachelors,Married-civ-spouse,Husband,Male,>50K
,,Married-civ-spouse,,,>50K
43.0,HS-grad,Married-civ-spouse,Husband,Male,
17.0,,Never-married,Own-child,Male,
49.0,,Married-civ-spouse,Husband,Male,>50K
27.0,Bachelors,Never-married,Own-child,,<=50K
60.0,HS-grad,Divorced,,Female,<=50K
33.0,,Married-civ-spouse,Wife,,<=50K
53.0,10th,Married-civ-spouse,Husband,Male,
19.0,,Never-married,Not-in-family,Male,<=50K
28.0,,Divorced,Not-in-family,,<=50K
,Assoc-acdm,,Own-child,,<=50K
48.0,HS-grad,,Husband,,<=50K
76.0,,Married-civ-spouse,,Male,<=50K
19.0,Some-college,Never-married,Own-child,Female,
28.0,Assoc-voc,Married-civ-spouse,Other-relative,Female,<=50K
58.0,,,Husband,Male,<=50K
19.0,Some-college,Never-married,Own-child,,<=50K
37.0,HS-grad,,Not-in-family,,<=50K
22.0,,,Own-child,,<=50K
52.0,,Married-civ-spouse,Husband,,
31.0,Bachelors,,,Male,
50.0,,Married-civ-spouse,Husband,Male,
62.0,HS-grad,Widowed,Unmarried,,
26.0,,Never-married,Not-in-family,,<=50K
64.0,HS-grad,Widowed,,Female,<=50K
38.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
44.0,Prof-school,Married-civ-spouse,Husband,,
,HS-grad,Divorced,Not-in-family,,<=50K
19.0,HS-grad,Never-married,Own-child,,
39.0,HS-grad,Never-married,Not-in-family,,<=50K
,,Married-civ-spouse,Husband,Male,>50K
,Masters,Married-civ-spouse,Wife,,
36.0,Bachelors,Never-married,Own-child,Male,
39.0,Assoc-voc,Married-civ-spouse,Husband,,
51.0,,Never-married,,Female,<=50K
28.0,HS-grad,Never-married,Own-child,,
57.0,Prof-school,Married-civ-spouse,Husband,Male,>50K
40.0,,Separated,Own-child,,<=50K
27.0,Some-college,Divorced,Unmarried,Female,
32.0,Some-college,,Own-child,,<=50K
49.0,HS-grad,Divorced,Unmarried,Female,<=50K
34.0,10th,,Own-child,Female,<=50K
,HS-grad,Never-married,Own-child,Male,
54.0,7th-8th,Divorced,Not-in-family,Male,<=50K
52.0,,Married-civ-spouse,Husband,Male,
43.0,11th,Married-civ-spouse,,Female,<=50K
84.0,5th-6th,,,,
79.0,Assoc-acdm,,Wife,Female,>50K
,Some-college,Married-civ-spouse,Husband,,
56.0,HS-grad,Divorced,Not-in-family,Male,<=50K
30.0,HS-grad,Never-married,Not-in-family,Male,
54.0,,Widowed,Unmarried,,
35.0,Bachelors,Never-married,Not-in-family,,<=50K
32.0,Some-college,Never-married,Own-child,Female,
44.0,Bachelors,Married-civ-spouse,Husband,,>50K
32.0,HS-grad,Married-AF-spouse,Other-relative,Female,<=50K
60.0,12th,Married-civ-spouse,Husband,Male,<=50K
,Some-college,Divorced,Not-in-family,,<=50K
50.0,7th-8th,Married-civ-spouse,Husband,,<=50K
58.0,9th,,Husband,Male,
41.0,,Married-civ-spouse,Husband,Male,>50K
28.0,HS-grad,,Husband,Male,>50K
53.0,HS-grad,Never-married,,,<=50K
71.0,Some-college,Married-civ-spouse,Husband,,>50K
17.0,9th,Never-married,Own-child,Female,<=50K
45.0,HS-grad,,,Female,<=50K
23.0,HS-grad,Never-married,Own-child,Female,<=50K
25.0,,Married-civ-spouse,Husband,,<=50K
40.0,Some-college,Never-married,Not-in-family,,>50K
28.0,,,Not-in-family,Female,<=50K
27.0,12th,Never-married,Not-in-family,Male,<=50K
19.0,Some-college,Never-married,,Male,<=50K
24.0,HS-grad,Never-married,Own-child,Male,<=50K
,,Separated,Unmarried,Male,<=50K
24.0,Masters,Never-married,Not-in-family,Female,
18.0,,Never-married,Own-child,,<=50K
,HS-grad,Divorced,Unmarried,Female,<=50K
35.0,Masters,Never-married,Own-child,,>50K
43.0,9th,Never-married,Not-in-family,,
45.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
24.0,HS-grad,Married-civ-spouse,Husband,,
63.0,9th,Married-civ-spouse,Husband,Male,
40.0,9th,Married-civ-spouse,,Male,
21.0,Bachelors,Never-married,,,<=50K
20.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
42.0,HS-grad,Married-civ-spouse,Wife,,>50K
49.0,Some-college,,Husband,Male,>50K
47.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
,HS-grad,Married-civ-spouse,Husband,,<=50K
61.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
23.0,Assoc-acdm,,Husband,Male,
35.0,,Married-civ-spouse,Husband,Male,>50K
46.0,,Married-civ-spouse,Wife,,
18.0,12th,,Own-child,,<=50K
28.0,Bachelors,Never-married,Not-in-family,Male,
62.0,Bachelors,Married-civ-spouse,,Male,<=50K
20.0,HS-grad,Never-married,Own-child,,
,HS-grad,Married-civ-spouse,,,
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
56.0,,Married-civ-spouse,Husband,,<=50K
33.0,HS-grad,Married-civ-spouse,,Male,
19.0,,Never-married,,,
29.0,HS-grad,,Husband,Male,
30.0,Some-college,Never-married,Other-relative,Male,<=50K
53.0,,,Unmarried,,<=50K
25.0,1st-4th,Never-married,Not-in-family,Female,<=50K
44.0,HS-grad,,Husband,Male,<=50K
22.0,,Married-civ-spouse,,,<=50K
40.0,HS-grad,,Not-in-family,Male,<=50K
25.0,,Never-married,,Male,
,7th-8th,Married-civ-spouse,Husband,,
,Assoc-voc,Divorced,Unmarried,Female,
17.0,11th,Never-married,Own-child,,<=50K
46.0,,,Husband,Male,>50K
50.0,Some-college,Married-civ-spouse,,Male,>50K
,,Never-married,Not-in-family,,
42.0,,Married-civ-spouse,Husband,Male,<=50K
41.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
32.0,Bachelors,Never-married,Unmarried,Male,<=50K
32.0,HS-grad,Married-civ-spouse,Husband,,<=50K
47.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
50.0,Some-college,,Husband,,<=50K
77.0,7th-8th,Widowed,Unmarried,,
33.0,HS-grad,Divorced,,,<=50K
47.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
64.0,11th,Married-civ-spouse,Husband,Male,
34.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
34.0,HS-grad,Never-married,,,
67.0,Masters,Never-married,Other-relative,Female,>50K
37.0,HS-grad,Never-married,Not-in-family,,
34.0,Bachelors,Married-civ-spouse,Husband,Male,
22.0,Some-college,Never-married,,,<=50K
,Doctorate,,Not-in-family,Male,<=50K
60.0,,Married-civ-spouse,Husband,Male,
46.0,Bachelors,Divorced,Unmarried,,<=50K
44.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
,HS-grad,Married-civ-spouse,Other-relative,,<=50K
48.0,Masters,Married-civ-spouse,,,
,HS-grad,Never-married,Other-relative,Female,<=50K
48.0,Some-college,Never-married,Not-in-family,Female,
37.0,,,Husband,,<=50K
51.0,,,Husband,,>50K
52.0,Masters,Married-civ-spouse,Husband,,
27.0,5th-6th,Never-married,,,<=50K
43.0,,Married-civ-spouse,Husband,,>50K
23.0,HS-grad,Never-married,,,
66.0,Assoc-acdm,Married-civ-spouse,,Male,
37.0,10th,Married-civ-spouse,,Female,
35.0,Some-college,Never-married,Not-in-family,Female,<=50K
42.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
49.0,10th,Never-married,Unmarried,,
51.0,Bachelors,Married-civ-spouse,Wife,,>50K
71.0,,Widowed,,,
,Masters,Married-civ-spouse,Wife,Female,>50K
63.0,,,Unmarried,,
41.0,Masters,Never-married,Own-child,Female,
24.0,Some-college,Never-married,Own-child,,<=50K
41.0,,Divorced,Unmarried,Female,
33.0,Assoc-acdm,,Husband,,
,Some-college,,,Male,
23.0,Bachelors,Never-married,Own-child,,
49.0,,Divorced,,,<=50K
28.0,,,Not-in-family,Male,
31.0,5th-6th,Married-civ-spouse,Husband,Male,
,,Never-married,Own-child,,<=50K
37.0,11th,Married-civ-spouse,Husband,,<=50K
19.0,Some-college,Never-married,,Male,
51.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
25.0,Assoc-voc,,Husband,,<=50K
49.0,HS-grad,Married-civ-spouse,Husband,,
47.0,,Divorced,Unmarried,Female,<=50K
48.0,,Married-civ-spouse,Husband,Male,<=50K
41.0,,Divorced,Not-in-family,Female,<=50K
32.0,HS-grad,Divorced,Unmarried,Female,
26.0,HS-grad,Never-married,,Female,
46.0,HS-grad,Married-civ-spouse,,Male,<=50K
17.0,,,,Female,<=50K
34.0,11th,,Not-in-family,,<=50K
44.0,,Never-married,,Female,<=50K
23.0,,,Own-child,,<=50K
35.0,Some-college,Never-married,,,
